scaffold;begin;end;window
0,1;660001;667500;1068
0,1;665001;672500;1069
0,1;670001;677500;1070
0,1;675001;682500;1071
0,1;680001;687500;1072
0,1;685001;692500;1073
0,1;690001;697500;1074
0,1;695001;702500;1075
0,1;700001;707500;1076
0,1;705001;712500;1077
0,1;710001;717500;1078
0,1;715001;722500;1079
0,1;720001;727500;1080
0,1;725001;732500;1081
0,1;730001;737500;1082
0,1;735001;742500;1083
0,1;740001;747500;1084
0,1;745001;752500;1085
0,1;750001;757500;1086
0,1;755001;762500;1087
0,1;760001;767500;1088
0,1;765001;772500;1089
0,1;770001;777500;1090
0,1;775001;782500;1091
0,1;780001;787500;1092
0,1;785001;792500;1093
0,1;790001;797500;1094
0,1;795001;802500;1095
0,1;800001;807500;1096
0,1;805001;812500;1097
0,1;810001;817500;1098
0,1;815001;822500;1099
0,1;820001;827500;1100
0,1;825001;832500;1101
0,1;830001;837500;1102
0,1;835001;842500;1103
0,1;840001;847500;1104
0,1;845001;852500;1105
0,1;850001;857500;1106
0,1;855001;862500;1107
0,1;860001;867500;1108
0,1;865001;872500;1109
0,1;870001;877500;1110
0,1;875001;882500;1111
0,1;880001;887500;1112
0,1;885001;892500;1113
0,1;890001;897500;1114
0,1;895001;902500;1115
0,1;900001;907500;1116
0,1;905001;912500;1117
0,1;910001;917500;1118
0,1;915001;922500;1119
0,1;920001;927500;1120
0,1;925001;932500;1121
0,1;930001;937500;1122
0,1;935001;942500;1123
0,1;940001;947500;1124
0,1;945001;952500;1125
0,1;950001;957500;1126
0,1;955001;962500;1127
0,1;960001;967500;1128
0,1;965001;972500;1129
0,1;970001;977500;1130
0,1;975001;982500;1131
0,1;980001;987500;1132
0,1;985001;992500;1133
0,1;990001;997500;1134
0,1;995001;1002500;1135
0,1;1000001;1007500;1136
0,1;1005001;1012500;1137
0,1;1010001;1017500;1138
0,1;1015001;1022500;1139
0,1;1020001;1027500;1140
0,1;1025001;1032500;1141
0,1;1030001;1037500;1142
0,1;1035001;1042500;1143
0,1;1040001;1047500;1144
0,1;1045001;1052500;1145
0,1;1050001;1057500;1146
0,1;1055001;1062500;1147
0,1;1060001;1067500;1148
0,1;1065001;1072500;1149
0,1;1070001;1077500;1150
0,1;1075001;1082500;1151
0,1;1080001;1087500;1152
0,1;1085001;1092500;1153
0,1;1090001;1097500;1154
0,1;1095001;1102500;1155
0,1;1100001;1107500;1156
0,1;1105001;1112500;1157
0,1;1110001;1117500;1158
0,1;1115001;1122500;1159
0,1;1120001;1127500;1160
0,1;1125001;1132500;1161
0,1;1130001;1137500;1162
0,1;1135001;1142500;1163
0,1;1140001;1147500;1164
0,1;1145001;1152500;1165
0,1;1150001;1157500;1166
0,1;1155001;1162500;1167
0,1;1160001;1167500;1168
0,1;1165001;1172500;1169
0,1;1170001;1177500;1170
0,1;1175001;1182500;1171
0,1;1180001;1187500;1172
0,1;1185001;1192500;1173
0,1;1190001;1197500;1174
0,1;1195001;1202500;1175
0,1;1200001;1207500;1176
0,1;1205001;1212500;1177
0,1;1210001;1217500;1178
0,1;1215001;1222500;1179
0,1;1220001;1227500;1180
0,1;1225001;1232500;1181
0,1;1230001;1237500;1182
0,1;1235001;1242500;1183
0,1;1240001;1247500;1184
0,1;1245001;1252500;1185
0,1;1250001;1257500;1186
0,1;1255001;1262500;1187
0,1;1260001;1267500;1188
0,1;1265001;1272500;1189
0,1;1270001;1277500;1190
0,1;1275001;1282500;1191
0,1;1280001;1287500;1192
0,1;1285001;1292500;1193
0,1;1290001;1297500;1194
0,1;1295001;1302500;1195
0,1;1300001;1307500;1196
0,1;1305001;1312500;1197
0,1;1310001;1317500;1198
0,1;1315001;1322500;1199
0,1;1320001;1327500;1200
0,1;1325001;1332500;1201
0,1;1330001;1337500;1202
0,1;1335001;1342500;1203
0,1;1340001;1347500;1204
0,1;1345001;1352500;1205
0,1;1350001;1357500;1206
0,1;1355001;1362500;1207
0,1;1360001;1367500;1208
0,1;1365001;1372500;1209
0,1;1370001;1377500;1210
0,1;1375001;1382500;1211
0,1;1380001;1387500;1212
0,1;1385001;1392500;1213
0,1;1390001;1397500;1214
0,1;1395001;1402500;1215
0,1;1400001;1407500;1216
0,1;1405001;1412500;1217
0,1;1410001;1417500;1218
0,1;1415001;1422500;1219
0,1;1420001;1427500;1220
0,1;1425001;1432500;1221
0,1;1430001;1437500;1222
0,1;1435001;1442500;1223
0,1;1440001;1447500;1224
0,1;1445001;1452500;1225
0,1;1450001;1457500;1226
0,1;1455001;1462500;1227
0,1;1460001;1467500;1228
0,1;1465001;1472500;1229
0,1;1470001;1477500;1230
0,1;1475001;1482500;1231
0,1;1480001;1487500;1232
0,1;1485001;1492500;1233
0,1;1490001;1497500;1234
0,1;1495001;1502500;1235
0,1;1500001;1507500;1236
0,1;1505001;1512500;1237
0,1;1510001;1517500;1238
0,1;1515001;1522500;1239
0,1;1520001;1527500;1240
0,1;1525001;1532500;1241
0,1;1530001;1537500;1242
0,1;1535001;1542500;1243
0,1;1540001;1547500;1244
0,1;1545001;1552500;1245
0,1;1550001;1557500;1246
0,1;1555001;1562500;1247
0,1;1560001;1567500;1248
0,1;1565001;1572500;1249
0,1;1570001;1577500;1250
0,1;1575001;1582500;1251
0,1;1580001;1587500;1252
0,1;1585001;1592500;1253
0,1;1590001;1597500;1254
0,1;1595001;1602500;1255
0,1;1600001;1607500;1256
0,1;1605001;1612500;1257
0,1;1610001;1617500;1258
0,1;1615001;1622500;1259
0,1;1620001;1627500;1260
0,1;1625001;1632500;1261
0,1;1630001;1637500;1262
0,1;1635001;1642500;1263
0,1;1640001;1647500;1264
0,1;1645001;1652500;1265
0,1;1650001;1657500;1266
0,1;1655001;1662500;1267
0,1;1660001;1667500;1268
0,1;1665001;1672500;1269
0,1;1670001;1677500;1270
0,1;1675001;1682500;1271
0,1;1680001;1687500;1272
0,1;1685001;1692500;1273
0,1;1690001;1697500;1274
0,1;1695001;1702500;1275
0,1;1700001;1707500;1276
0,1;1705001;1712500;1277
0,1;1710001;1717500;1278
0,1;1715001;1722500;1279
0,1;1720001;1727500;1280
0,1;1725001;1732500;1281
0,1;1730001;1737500;1282
0,1;1735001;1742500;1283
0,1;1740001;1747500;1284
0,1;1745001;1752500;1285
0,1;1750001;1757500;1286
0,1;1755001;1762500;1287
0,1;1760001;1767500;1288
0,1;1765001;1772500;1289
0,1;1770001;1777500;1290
0,1;1775001;1782500;1291
0,1;1780001;1787500;1292
0,1;1785001;1792500;1293
0,1;1;7500;1294
0,1;5001;12500;1295
0,1;10001;17500;1296
0,1;15001;22500;1297
0,1;20001;27500;1298
0,1;25001;32500;1299
0,1;30001;37500;1300
0,1;35001;42500;1301
0,1;40001;47500;1302
0,1;45001;52500;1303
0,1;50001;57500;1304
0,1;55001;62500;1305
0,1;60001;67500;1306
0,1;65001;72500;1307
0,1;70001;77500;1308
0,1;75001;82500;1309
0,1;80001;87500;1310
0,1;85001;92500;1311
0,1;90001;97500;1312
0,1;95001;102500;1313
0,1;100001;107500;1314
0,1;105001;112500;1315
0,1;110001;117500;1316
0,1;115001;122500;1317
0,1;120001;127500;1318
0,1;125001;132500;1319
0,1;130001;137500;1320
0,1;135001;142500;1321
0,1;140001;147500;1322
0,1;145001;152500;1323
0,1;150001;157500;1324
0,1;155001;162500;1325
0,1;160001;167500;1326
0,1;165001;172500;1327
0,1;170001;177500;1328
0,1;175001;182500;1329
0,1;180001;187500;1330
0,1;185001;192500;1331
0,1;190001;197500;1332
0,1;195001;202500;1333
0,1;200001;207500;1334
0,1;205001;212500;1335
0,1;210001;217500;1336
0,1;215001;222500;1337
0,1;220001;227500;1338
0,1;225001;232500;1339
0,1;230001;237500;1340
0,1;235001;242500;1341
0,1;240001;247500;1342
0,1;245001;252500;1343
0,1;250001;257500;1344
0,1;255001;262500;1345
0,1;260001;267500;1346
0,1;265001;272500;1347
0,1;270001;277500;1348
0,1;275001;282500;1349
0,1;280001;287500;1350
0,1;285001;292500;1351
0,1;290001;297500;1352
0,1;295001;302500;1353
0,1;300001;307500;1354
0,1;305001;312500;1355
0,1;310001;317500;1356
0,1;315001;322500;1357
0,1;320001;327500;1358
0,1;325001;332500;1359
0,1;330001;337500;1360
0,1;335001;342500;1361
0,1;340001;347500;1362
0,1;345001;352500;1363
0,1;350001;357500;1364
0,1;355001;362500;1365
0,1;360001;367500;1366
0,1;365001;372500;1367
0,1;370001;377500;1368
0,1;375001;382500;1369
0,1;380001;387500;1370
0,1;385001;392500;1371
0,1;390001;397500;1372
0,1;395001;402500;1373
0,1;400001;407500;1374
0,1;405001;412500;1375
0,1;410001;417500;1376
0,1;415001;422500;1377
0,1;420001;427500;1378
0,1;425001;432500;1379
0,1;430001;437500;1380
0,1;435001;442500;1381
0,1;440001;447500;1382
0,1;445001;452500;1383
0,1;450001;457500;1384
0,1;455001;462500;1385
0,1;460001;467500;1386
0,1;465001;472500;1387
0,1;470001;477500;1388
0,1;475001;482500;1389
0,1;480001;487500;1390
0,1;485001;492500;1391
0,1;490001;497500;1392
0,1;495001;502500;1393
0,1;500001;507500;1394
0,1;505001;512500;1395
0,1;510001;517500;1396
0,1;515001;522500;1397
0,1;520001;527500;1398
0,1;525001;532500;1399
0,1;530001;537500;1400
0,1;535001;542500;1401
0,1;540001;547500;1402
0,1;545001;552500;1403
0,1;550001;557500;1404
0,1;555001;562500;1405
0,1;560001;567500;1406
0,1;565001;572500;1407
0,1;570001;577500;1408
0,1;575001;582500;1409
0,1;580001;587500;1410
0,1;585001;592500;1411
0,1;590001;597500;1412
0,1;595001;602500;1413
0,1;600001;607500;1414
0,1;605001;612500;1415
0,1;610001;617500;1416
0,1;615001;622500;1417
0,1;620001;627500;1418
0,1;625001;632500;1419
0,1;630001;637500;1420
0,1;635001;642500;1421
0,1;640001;647500;1422
0,1;645001;652500;1423
0,1;650001;657500;1424
0,1;655001;662500;1425
0,1;660001;667500;1426
0,1;665001;672500;1427
0,1;670001;677500;1428
0,1;675001;682500;1429
0,1;680001;687500;1430
0,1;685001;692500;1431
0,1;690001;697500;1432
0,1;695001;702500;1433
0,1;700001;707500;1434
0,1;705001;712500;1435
0,1;710001;717500;1436
0,1;715001;722500;1437
0,1;720001;727500;1438
0,1;725001;732500;1439
0,1;730001;737500;1440
0,1;735001;742500;1441
0,1;740001;747500;1442
0,1;745001;752500;1443
0,1;750001;757500;1444
0,1;755001;762500;1445
0,1;760001;767500;1446
0,1;765001;772500;1447
0,1;770001;777500;1448
0,1;775001;782500;1449
0,1;780001;787500;1450
0,1;785001;792500;1451
0,1;790001;797500;1452
0,1;795001;802500;1453
0,1;800001;807500;1454
0,1;805001;812500;1455
0,1;810001;817500;1456
0,1;815001;822500;1457
0,1;820001;827500;1458
0,1;825001;832500;1459
0,1;830001;837500;1460
0,1;835001;842500;1461
0,1;840001;847500;1462
0,1;845001;852500;1463
0,1;850001;857500;1464
0,1;855001;862500;1465
0,1;860001;867500;1466
0,1;865001;872500;1467
0,1;870001;877500;1468
0,1;875001;882500;1469
0,1;880001;887500;1470
0,1;885001;892500;1471
0,1;890001;897500;1472
0,1;895001;902500;1473
0,1;900001;907500;1474
0,1;905001;912500;1475
0,1;910001;917500;1476
0,1;915001;922500;1477
0,1;920001;927500;1478
0,1;925001;932500;1479
0,1;930001;937500;1480
0,1;935001;942500;1481
0,1;940001;947500;1482
0,1;945001;952500;1483
0,1;950001;957500;1484
0,1;955001;962500;1485
0,1;960001;967500;1486
0,1;965001;972500;1487
0,1;970001;977500;1488
0,1;975001;982500;1489
0,1;980001;987500;1490
0,1;985001;992500;1491
0,1;990001;997500;1492
0,1;995001;1002500;1493
0,1;1000001;1007500;1494
0,1;1005001;1012500;1495
0,1;1010001;1017500;1496
0,1;1015001;1022500;1497
0,1;1020001;1027500;1498
0,1;1025001;1032500;1499
0,1;1030001;1037500;1500
0,1;1035001;1042500;1501
0,1;1040001;1047500;1502
0,1;1045001;1052500;1503
0,1;1050001;1057500;1504
0,1;1055001;1062500;1505
0,1;1060001;1067500;1506
0,1;1065001;1072500;1507
0,1;1070001;1077500;1508
0,1;1075001;1082500;1509
0,1;1080001;1087500;1510
0,1;1085001;1092500;1511
0,1;1090001;1097500;1512
0,1;1095001;1102500;1513
0,1;1100001;1107500;1514
0,1;1105001;1112500;1515
0,1;1110001;1117500;1516
0,1;1115001;1122500;1517
0,1;1120001;1127500;1518
0,1;1125001;1132500;1519
0,1;1130001;1137500;1520
0,1;1135001;1142500;1521
0,1;1140001;1147500;1522
0,1;1145001;1152500;1523
0,1;1150001;1157500;1524
0,1;1155001;1162500;1525
0,1;1160001;1167500;1526
0,1;1165001;1172500;1527
0,1;1170001;1177500;1528
0,1;1175001;1182500;1529
0,1;1180001;1187500;1530
0,1;1185001;1192500;1531
0,1;1190001;1197500;1532
0,1;1195001;1202500;1533
0,1;1200001;1207500;1534
0,1;1205001;1212500;1535
0,1;1210001;1217500;1536
0,1;1215001;1222500;1537
0,1;1220001;1227500;1538
0,1;1225001;1232500;1539
0,1;1230001;1237500;1540
0,1;1235001;1242500;1541
0,1;1240001;1247500;1542
0,1;1245001;1252500;1543
0,1;1250001;1257500;1544
0,1;1255001;1262500;1545
0,1;1260001;1267500;1546
0,1;1265001;1272500;1547
0,1;1270001;1277500;1548
0,1;1275001;1282500;1549
0,1;1280001;1287500;1550
0,1;1285001;1292500;1551
0,1;1290001;1297500;1552
0,1;1295001;1302500;1553
0,1;1300001;1307500;1554
0,1;1305001;1312500;1555
0,1;1310001;1317500;1556
0,1;1315001;1322500;1557
0,1;1320001;1327500;1558
0,1;1325001;1332500;1559
0,1;1330001;1337500;1560
0,1;1335001;1342500;1561
0,1;1340001;1347500;1562
0,1;1345001;1352500;1563
0,1;1350001;1357500;1564
0,1;1355001;1362500;1565
0,1;1360001;1367500;1566
0,1;1365001;1372500;1567
0,1;1370001;1377500;1568
0,1;1375001;1382500;1569
0,1;1380001;1387500;1570
0,1;1385001;1392500;1571
0,1;1390001;1397500;1572
0,1;1395001;1402500;1573
0,1;1400001;1407500;1574
0,1;1405001;1412500;1575
0,1;1410001;1417500;1576
0,1;1415001;1422500;1577
0,1;1420001;1427500;1578
0,1;1425001;1432500;1579
0,1;1430001;1437500;1580
0,1;1435001;1442500;1581
0,1;1440001;1447500;1582
0,1;1445001;1452500;1583
0,1;1450001;1457500;1584
0,1;1455001;1462500;1585
0,1;1460001;1467500;1586
0,1;1465001;1472500;1587
0,1;1470001;1477500;1588
0,1;1475001;1482500;1589
0,1;1480001;1487500;1590
0,1;1485001;1492500;1591
0,1;1490001;1497500;1592
0,1;1495001;1502500;1593
0,1;1500001;1507500;1594
0,1;1505001;1512500;1595
0,1;1510001;1517500;1596
0,1;1515001;1522500;1597
0,1;1520001;1527500;1598
0,1;1525001;1532500;1599
0,1;1530001;1537500;1600
0,1;1535001;1542500;1601
0,1;1540001;1547500;1602
0,1;1545001;1552500;1603
0,1;1550001;1557500;1604
0,1;1555001;1562500;1605
0,1;1560001;1567500;1606
0,1;1565001;1572500;1607
0,1;1570001;1577500;1608
0,1;1575001;1582500;1609
0,1;1580001;1587500;1610
0,1;1585001;1592500;1611
0,1;1590001;1597500;1612
0,1;1595001;1602500;1613
0,1;1600001;1607500;1614
0,1;1605001;1612500;1615
0,1;1610001;1617500;1616
0,1;1615001;1622500;1617
0,1;1620001;1627500;1618
0,1;1625001;1632500;1619
0,1;1630001;1637500;1620
0,1;1635001;1642500;1621
0,1;1640001;1647500;1622
0,1;1645001;1652500;1623
0,1;1650001;1657500;1624
0,1;1655001;1662500;1625
0,1;1660001;1667500;1626
0,1;1665001;1672500;1627
0,1;1670001;1677500;1628
0,1;1675001;1682500;1629
0,1;1;7500;1630
0,1;5001;12500;1631
0,1;10001;17500;1632
0,1;15001;22500;1633
0,1;20001;27500;1634
0,1;25001;32500;1635
0,1;30001;37500;1636
0,1;35001;42500;1637
0,1;40001;47500;1638
0,1;45001;52500;1639
0,1;50001;57500;1640
0,1;55001;62500;1641
0,1;60001;67500;1642
0,1;65001;72500;1643
0,1;70001;77500;1644
0,1;75001;82500;1645
0,1;80001;87500;1646
0,1;85001;92500;1647
0,1;90001;97500;1648
0,1;95001;102500;1649
0,1;100001;107500;1650
0,1;105001;112500;1651
0,1;110001;117500;1652
0,1;115001;122500;1653
0,1;120001;127500;1654
0,1;125001;132500;1655
0,1;130001;137500;1656
0,1;135001;142500;1657
0,1;140001;147500;1658
0,1;145001;152500;1659
0,1;150001;157500;1660
0,1;155001;162500;1661
0,1;160001;167500;1662
0,1;165001;172500;1663
0,1;170001;177500;1664
0,1;175001;182500;1665
0,1;180001;187500;1666
0,1;185001;192500;1667
0,1;190001;197500;1668
0,1;195001;202500;1669
0,1;200001;207500;1670
0,1;205001;212500;1671
0,1;210001;217500;1672
0,1;215001;222500;1673
0,1;220001;227500;1674
0,1;225001;232500;1675
0,1;230001;237500;1676
0,1;235001;242500;1677
0,1;240001;247500;1678
0,1;245001;252500;1679
0,1;250001;257500;1680
0,1;255001;262500;1681
0,1;260001;267500;1682
0,1;265001;272500;1683
0,1;270001;277500;1684
0,1;275001;282500;1685
0,1;280001;287500;1686
0,1;285001;292500;1687
0,1;290001;297500;1688
0,1;295001;302500;1689
0,1;300001;307500;1690
0,1;305001;312500;1691
0,1;310001;317500;1692
0,1;315001;322500;1693
0,1;320001;327500;1694
0,1;325001;332500;1695
0,1;330001;337500;1696
0,1;335001;342500;1697
0,1;340001;347500;1698
0,1;345001;352500;1699
0,1;350001;357500;1700
0,1;355001;362500;1701
0,1;360001;367500;1702
0,1;365001;372500;1703
0,1;370001;377500;1704
0,1;375001;382500;1705
0,1;380001;387500;1706
0,1;385001;392500;1707
0,1;390001;397500;1708
0,1;395001;402500;1709
0,1;400001;407500;1710
0,1;405001;412500;1711
0,1;410001;417500;1712
0,1;415001;422500;1713
0,1;420001;427500;1714
0,1;425001;432500;1715
0,1;430001;437500;1716
0,1;435001;442500;1717
0,1;440001;447500;1718
0,1;445001;452500;1719
0,1;450001;457500;1720
0,1;455001;462500;1721
0,1;460001;467500;1722
0,1;465001;472500;1723
0,1;470001;477500;1724
0,1;475001;482500;1725
0,1;480001;487500;1726
0,1;485001;492500;1727
0,1;490001;497500;1728
0,1;495001;502500;1729
0,1;500001;507500;1730
0,1;505001;512500;1731
0,1;510001;517500;1732
0,1;515001;522500;1733
0,1;520001;527500;1734
0,1;525001;532500;1735
0,1;530001;537500;1736
0,1;535001;542500;1737
0,1;540001;547500;1738
0,1;545001;552500;1739
0,1;550001;557500;1740
0,1;555001;562500;1741
0,1;560001;567500;1742
0,1;565001;572500;1743
0,1;570001;577500;1744
0,1;575001;582500;1745
0,1;580001;587500;1746
0,1;585001;592500;1747
0,1;590001;597500;1748
0,1;595001;602500;1749
0,1;600001;607500;1750
0,1;605001;612500;1751
0,1;610001;617500;1752
0,1;615001;622500;1753
0,1;620001;627500;1754
0,1;625001;632500;1755
0,1;630001;637500;1756
0,1;635001;642500;1757
0,1;640001;647500;1758
0,1;645001;652500;1759
0,1;650001;657500;1760
0,1;655001;662500;1761
0,1;660001;667500;1762
0,1;665001;672500;1763
0,1;670001;677500;1764
0,1;675001;682500;1765
0,1;680001;687500;1766
0,1;685001;692500;1767
0,1;690001;697500;1768
0,1;695001;702500;1769
0,1;700001;707500;1770
0,1;705001;712500;1771
0,1;710001;717500;1772
0,1;715001;722500;1773
0,1;720001;727500;1774
0,1;725001;732500;1775
0,1;730001;737500;1776
0,1;735001;742500;1777
0,1;740001;747500;1778
0,1;745001;752500;1779
0,1;750001;757500;1780
0,1;755001;762500;1781
0,1;760001;767500;1782
0,1;765001;772500;1783
0,1;770001;777500;1784
0,1;775001;782500;1785
0,1;780001;787500;1786
0,1;785001;792500;1787
0,1;790001;797500;1788
0,1;795001;802500;1789
0,1;800001;807500;1790
0,1;805001;812500;1791
0,1;810001;817500;1792
0,1;815001;822500;1793
0,1;820001;827500;1794
0,1;825001;832500;1795
0,1;830001;837500;1796
0,1;835001;842500;1797
0,1;840001;847500;1798
0,1;845001;852500;1799
0,1;850001;857500;1800
0,1;855001;862500;1801
0,1;860001;867500;1802
0,1;865001;872500;1803
0,1;870001;877500;1804
0,1;875001;882500;1805
0,1;880001;887500;1806
0,1;885001;892500;1807
0,1;890001;897500;1808
0,1;895001;902500;1809
0,1;900001;907500;1810
0,1;905001;912500;1811
0,1;910001;917500;1812
0,1;915001;922500;1813
0,1;920001;927500;1814
0,1;925001;932500;1815
0,1;930001;937500;1816
0,1;935001;942500;1817
0,1;940001;947500;1818
0,1;945001;952500;1819
0,1;950001;957500;1820
0,1;955001;962500;1821
0,1;960001;967500;1822
0,1;965001;972500;1823
0,1;970001;977500;1824
0,1;975001;982500;1825
0,1;980001;987500;1826
0,1;985001;992500;1827
0,1;990001;997500;1828
0,1;995001;1002500;1829
0,1;1000001;1007500;1830
0,1;1005001;1012500;1831
0,1;1010001;1017500;1832
0,1;1015001;1022500;1833
0,1;1020001;1027500;1834
0,1;1025001;1032500;1835
0,1;1030001;1037500;1836
0,1;1035001;1042500;1837
0,1;1040001;1047500;1838
0,1;1045001;1052500;1839
0,1;1050001;1057500;1840
0,1;1055001;1062500;1841
0,1;1060001;1067500;1842
0,1;1065001;1072500;1843
0,1;1070001;1077500;1844
0,1;1075001;1082500;1845
0,1;1080001;1087500;1846
0,1;1085001;1092500;1847
0,1;1090001;1097500;1848
0,1;1095001;1102500;1849
0,1;1100001;1107500;1850
0,1;1105001;1112500;1851
0,1;1110001;1117500;1852
0,1;1115001;1122500;1853
0,1;1120001;1127500;1854
0,1;1125001;1132500;1855
0,1;1130001;1137500;1856
0,1;1135001;1142500;1857
0,1;1140001;1147500;1858
0,1;1145001;1152500;1859
0,1;1150001;1157500;1860
0,1;1155001;1162500;1861
0,1;1160001;1167500;1862
0,1;1165001;1172500;1863
0,1;1170001;1177500;1864
0,1;1175001;1182500;1865
0,1;1180001;1187500;1866
0,1;1185001;1192500;1867
0,1;1190001;1197500;1868
0,1;1195001;1202500;1869
0,1;1200001;1207500;1870
0,1;1205001;1212500;1871
0,1;1210001;1217500;1872
0,1;1215001;1222500;1873
0,1;1220001;1227500;1874
0,1;1225001;1232500;1875
0,1;1230001;1237500;1876
0,1;1235001;1242500;1877
0,1;1240001;1247500;1878
0,1;1245001;1252500;1879
0,1;1250001;1257500;1880
0,1;1255001;1262500;1881
0,1;1260001;1267500;1882
0,1;1265001;1272500;1883
0,1;1270001;1277500;1884
0,1;1275001;1282500;1885
0,1;1280001;1287500;1886
0,1;1285001;1292500;1887
0,1;1290001;1297500;1888
0,1;1295001;1302500;1889
0,1;1300001;1307500;1890
0,1;1305001;1312500;1891
0,1;1310001;1317500;1892
0,1;1315001;1322500;1893
0,1;1320001;1327500;1894
0,1;1325001;1332500;1895
0,1;1330001;1337500;1896
0,1;1335001;1342500;1897
0,1;1340001;1347500;1898
0,1;1345001;1352500;1899
0,1;1350001;1357500;1900
0,1;1355001;1362500;1901
0,1;1360001;1367500;1902
0,1;1365001;1372500;1903
0,1;1370001;1377500;1904
0,1;1375001;1382500;1905
0,1;1380001;1387500;1906
0,1;1385001;1392500;1907
0,1;1390001;1397500;1908
0,1;1395001;1402500;1909
0,1;1400001;1407500;1910
0,1;1405001;1412500;1911
0,1;1410001;1417500;1912
0,1;1415001;1422500;1913
0,1;1420001;1427500;1914
0,1;1425001;1432500;1915
0,1;1430001;1437500;1916
0,1;1435001;1442500;1917
0,1;1440001;1447500;1918
0,1;1445001;1452500;1919
0,1;1450001;1457500;1920
0,1;1455001;1462500;1921
0,1;1460001;1467500;1922
0,1;1465001;1472500;1923
0,1;1470001;1477500;1924
0,1;1475001;1482500;1925
0,1;1480001;1487500;1926
0,1;1485001;1492500;1927
0,1;1490001;1497500;1928
0,1;1495001;1502500;1929
0,1;1500001;1507500;1930
0,1;1505001;1512500;1931
0,1;1510001;1517500;1932
0,1;1515001;1522500;1933
0,1;1520001;1527500;1934
0,1;1525001;1532500;1935
0,1;1530001;1537500;1936
0,1;1535001;1542500;1937
0,1;1540001;1547500;1938
0,1;1545001;1552500;1939
0,1;1550001;1557500;1940
0,1;1555001;1562500;1941
0,1;1560001;1567500;1942
0,1;1565001;1572500;1943
0,1;1570001;1577500;1944
0,1;1575001;1582500;1945
0,1;1580001;1587500;1946
0,1;1585001;1592500;1947
0,1;1590001;1597500;1948
0,1;1595001;1602500;1949
0,1;1600001;1607500;1950
0,1;1605001;1612500;1951
0,1;1610001;1617500;1952
0,1;1615001;1622500;1953
0,1;1620001;1627500;1954
0,1;1625001;1632500;1955
0,1;1630001;1637500;1956
0,1;1635001;1642500;1957
0,1;1640001;1647500;1958
0,1;1645001;1652500;1959
0,1;1;7500;1960
0,1;5001;12500;1961
0,1;10001;17500;1962
0,1;15001;22500;1963
0,1;20001;27500;1964
0,1;25001;32500;1965
0,1;30001;37500;1966
0,1;35001;42500;1967
0,1;40001;47500;1968
0,1;45001;52500;1969
0,1;50001;57500;1970
0,1;55001;62500;1971
0,1;60001;67500;1972
0,1;65001;72500;1973
0,1;70001;77500;1974
0,1;75001;82500;1975
0,1;80001;87500;1976
0,1;85001;92500;1977
0,1;90001;97500;1978
0,1;95001;102500;1979
0,1;100001;107500;1980
0,1;105001;112500;1981
0,1;110001;117500;1982
0,1;115001;122500;1983
0,1;120001;127500;1984
0,1;125001;132500;1985
0,1;130001;137500;1986
0,1;135001;142500;1987
0,1;140001;147500;1988
0,1;145001;152500;1989
0,1;150001;157500;1990
0,1;155001;162500;1991
0,1;160001;167500;1992
0,1;165001;172500;1993
0,1;170001;177500;1994
0,1;175001;182500;1995
0,1;180001;187500;1996
0,1;185001;192500;1997
0,1;190001;197500;1998
0,1;195001;202500;1999
0,1;200001;207500;2000
0,1;205001;212500;2001
0,1;210001;217500;2002
0,1;215001;222500;2003
0,1;220001;227500;2004
0,1;225001;232500;2005
0,1;230001;237500;2006
0,1;235001;242500;2007
0,1;240001;247500;2008
0,1;245001;252500;2009
0,1;250001;257500;2010
0,1;255001;262500;2011
0,1;260001;267500;2012
0,1;265001;272500;2013
0,1;270001;277500;2014
0,1;275001;282500;2015
0,1;280001;287500;2016
0,1;285001;292500;2017
0,1;290001;297500;2018
0,1;295001;302500;2019
0,1;300001;307500;2020
0,1;305001;312500;2021
0,1;310001;317500;2022
0,1;315001;322500;2023
0,1;320001;327500;2024
0,1;325001;332500;2025
0,1;330001;337500;2026
0,1;335001;342500;2027
0,1;340001;347500;2028
0,1;345001;352500;2029
0,1;350001;357500;2030
0,1;355001;362500;2031
0,1;360001;367500;2032
0,1;365001;372500;2033
0,1;370001;377500;2034
0,1;375001;382500;2035
0,1;380001;387500;2036
0,1;385001;392500;2037
0,1;390001;397500;2038
0,1;395001;402500;2039
0,1;400001;407500;2040
0,1;405001;412500;2041
0,1;410001;417500;2042
0,1;415001;422500;2043
0,1;420001;427500;2044
0,1;425001;432500;2045
0,1;430001;437500;2046
0,1;435001;442500;2047
0,1;440001;447500;2048
0,1;445001;452500;2049
0,1;450001;457500;2050
0,1;455001;462500;2051
0,1;460001;467500;2052
0,1;465001;472500;2053
0,1;470001;477500;2054
0,1;475001;482500;2055
0,1;480001;487500;2056
0,1;485001;492500;2057
0,1;490001;497500;2058
0,1;495001;502500;2059
0,1;500001;507500;2060
0,1;505001;512500;2061
0,1;510001;517500;2062
0,1;515001;522500;2063
0,1;520001;527500;2064
0,1;525001;532500;2065
0,1;530001;537500;2066
0,1;535001;542500;2067
0,1;540001;547500;2068
0,1;545001;552500;2069
0,1;550001;557500;2070
0,1;555001;562500;2071
0,1;560001;567500;2072
0,1;565001;572500;2073
0,1;570001;577500;2074
0,1;575001;582500;2075
0,1;580001;587500;2076
0,1;585001;592500;2077
